"","studentid","term","year","midterm"
"3237",247949,"Fall",2015,94.48
"3238",206006,"Winter",2013,67.06
"3239",201583,"Spring",2020,55.57
"3240",200859,"Summer",2018,91.2
"3241",251783,"Fall",2020,84.1
"3242",291130,"Winter",2013,86.73
"3243",242198,"Spring",2017,83.8
"3244",231942,"Summer",2015,108.12
"3245",251734,"Fall",2020,100.73
"3246",266381,"Winter",2021,76.57
"3247",243450,"Spring",2018,85.22
"3248",208904,"Summer",2020,79.8
"3249",264228,"Fall",2021,90.22
"3250",278166,"Winter",2020,88.12
"3251",275219,"Spring",2013,59.28
"3252",256320,"Summer",2014,80.22
"3253",286911,"Fall",2019,87.69
"3254",223872,"Winter",2022,83.78
"3255",209549,"Spring",2013,76.15
"3256",251032,"Summer",2013,72.28
"3257",284300,"Fall",2014,101.78
"3258",200518,"Winter",2014,72.6
"3259",218376,"Spring",2014,50.3
"3260",258984,"Summer",2016,82.16
"3261",234883,"Fall",2014,83.84
"3262",245716,"Winter",2016,78.81
"3263",246527,"Spring",2013,77.82
"3264",289928,"Summer",2019,73.47
"3265",256952,"Fall",2018,87.74
"3266",218392,"Winter",2017,57.64
"3267",207081,"Spring",2019,79.09
"3268",267027,"Summer",2016,66.01
"3269",273227,"Fall",2018,90.52
"3270",232180,"Winter",2014,71.67
"3271",228792,"Spring",2014,61.45
"3272",266469,"Summer",2022,81.69
"3273",201453,"Fall",2017,81.23
"3274",277238,"Winter",2014,88.61
"3275",221341,"Spring",2020,73.82
"3276",252304,"Summer",2019,81.68
"3277",292471,"Fall",2020,89.6
"3278",282301,"Winter",2021,67.32
"3279",280616,"Spring",2017,84.95
"3280",256528,"Summer",2021,81.42
"3281",270659,"Fall",2015,89.2
"3282",214049,"Winter",2019,87.66
"3283",221490,"Spring",2015,82.83
"3284",228091,"Summer",2017,83.77
"3285",215226,"Fall",2019,90.17
"3286",298203,"Winter",2013,80.03
"3287",205746,"Spring",2021,83.88
"3288",213357,"Summer",2013,88.03
"3289",247410,"Fall",2021,81.53
"3290",277039,"Winter",2016,60.9
"3291",257557,"Spring",2017,82.25
"3292",237542,"Summer",2022,84.91
"3293",223703,"Fall",2017,91.54
"3294",268537,"Winter",2019,72.4
"3295",213801,"Spring",2021,66.22
"3296",297162,"Summer",2018,67.17
"3297",268136,"Fall",2019,78.2
"3298",200057,"Winter",2020,79.16
"3299",266039,"Spring",2014,53.58
"3300",282394,"Summer",2019,86.36
"3301",206883,"Fall",2016,74.16
"3302",299315,"Winter",2013,69.5
"3303",232990,"Spring",2018,71.18
"3304",233329,"Summer",2012,95.84
"3305",229673,"Fall",2015,99.45
"3306",251904,"Winter",2020,92.41
"3307",259106,"Spring",2014,61.95
"3308",266117,"Summer",2014,71.02
"3309",244260,"Fall",2016,93.94
"3310",283570,"Winter",2012,83.01
"3311",202983,"Spring",2012,80.9
"3312",218376,"Summer",2017,93.36
"3313",212670,"Fall",2014,93.75
"3314",205573,"Winter",2016,74.31
"3315",267556,"Spring",2021,80.13
"3316",208396,"Summer",2020,85.03
"3317",280854,"Fall",2019,81.84
"3318",212678,"Winter",2013,67.4
"3319",255492,"Spring",2016,78.14
"3320",272087,"Summer",2013,87.4
"3321",247765,"Fall",2018,86.32
"3322",256231,"Winter",2013,66.94
"3323",239191,"Spring",2018,74.09
"3324",213883,"Summer",2015,68.15
"3325",229548,"Fall",2014,92.58
"3326",298396,"Winter",2014,86.69
"3327",273159,"Spring",2013,74.45
"3328",283168,"Summer",2015,88.15
"3329",291326,"Fall",2013,74.94
"3330",215461,"Winter",2016,74.08
"3331",273133,"Spring",2021,72.88
"3332",231551,"Summer",2018,76.37
"3333",291411,"Fall",2013,91.52
"3334",232568,"Winter",2018,71.91
"3335",280823,"Spring",2019,63.88
"3336",299765,"Summer",2021,81.8
"3337",255143,"Fall",2018,79.7
"3338",291844,"Winter",2012,68.61
"3339",293039,"Spring",2013,75.54
"3340",210467,"Summer",2014,93.5
"3341",228044,"Fall",2015,72.08
"3342",212348,"Winter",2018,67.45
"3343",224605,"Spring",2013,70.5
"3344",225567,"Summer",2015,66.65
"3345",267200,"Fall",2013,90.82
"3346",290970,"Winter",2015,79.71
"3347",220652,"Spring",2017,86.59
"3348",279943,"Summer",2019,72.96
"3349",251867,"Fall",2021,85.95
"3350",252860,"Winter",2017,61.38
"3351",257582,"Spring",2016,70.51
"3352",214801,"Summer",2015,80.55
"3353",285233,"Fall",2015,76.26
"3354",211927,"Winter",2020,75.72
"3355",299122,"Spring",2021,81.35
"3356",216104,"Summer",2021,84.11
"3357",249695,"Fall",2020,80.12
"3358",216921,"Winter",2017,65.36
"3359",279506,"Spring",2021,57.85
"3360",269460,"Summer",2016,73.84
"3361",227562,"Fall",2018,74.54
"3362",286446,"Winter",2017,52.93
"3363",270710,"Spring",2021,67.75
"3364",243914,"Summer",2018,86.17
"3365",292655,"Fall",2019,88.31
"3366",267281,"Winter",2013,78.25
"3367",246930,"Spring",2019,69.83
"3368",205801,"Summer",2019,85.51
"3369",219403,"Fall",2012,73.71
"3370",273686,"Winter",2014,55.81
"3371",261640,"Spring",2016,70.65
"3372",209756,"Summer",2015,78.89
"3373",283875,"Fall",2016,85.06
"3374",212268,"Winter",2013,81.66
"3375",236227,"Spring",2013,70.86
"3376",260197,"Summer",2021,74.49
"3377",265854,"Fall",2014,91.26
"3378",216949,"Winter",2020,78.48
"3379",262565,"Spring",2015,82.92
"3380",217831,"Summer",2021,64.85
"3381",277682,"Fall",2021,99.88
"3382",291095,"Winter",2014,66.47
"3383",275823,"Spring",2019,80.55
"3384",284738,"Summer",2019,70.66
"3385",218245,"Fall",2019,90.66
"3386",295132,"Winter",2022,53.47
"3387",238156,"Spring",2018,74.97
"3388",267092,"Summer",2018,76.1
"3389",200115,"Fall",2017,68.25
"3390",282945,"Winter",2015,76.58
"3391",285914,"Spring",2019,68.85
"3392",268202,"Summer",2016,59.51
"3393",226442,"Fall",2015,90.69
"3394",253373,"Winter",2019,70.98
"3395",295755,"Spring",2016,77.21
"3396",227910,"Summer",2015,86.52
"3397",294578,"Fall",2016,86.28
"3398",248500,"Winter",2020,54.61
"3399",265110,"Spring",2015,84.05
"3400",206165,"Summer",2012,83.45
"3401",217295,"Fall",2018,77.6
"3402",225284,"Winter",2014,71.28
"3403",268746,"Spring",2013,93.88
"3404",218062,"Summer",2021,76.95
"3405",201677,"Fall",2019,89.2
"3406",296739,"Winter",2012,90.59
"3407",241403,"Spring",2013,68
"3408",226514,"Summer",2013,67.82
"3409",222510,"Fall",2022,83.16
"3410",295821,"Winter",2012,58.25
"3411",211786,"Spring",2022,82.85
"3412",265738,"Summer",2015,73.36
"3413",299074,"Fall",2018,83.54
"3414",202312,"Winter",2021,85.79
"3415",298216,"Spring",2019,85.54
"3416",233386,"Summer",2016,61.59
"3417",211529,"Fall",2012,87.64
"3418",240068,"Winter",2018,65.71
"3419",266986,"Spring",2015,80.37
"3420",295151,"Summer",2018,72.12
"3421",203435,"Fall",2017,80.63
"3422",293688,"Winter",2013,67.27
"3423",245523,"Spring",2017,54.01
"3424",243795,"Summer",2013,98.5
"3425",277426,"Fall",2020,90.8
"3426",249381,"Winter",2013,71.01
"3427",201746,"Spring",2022,65.61
"3428",227434,"Summer",2017,69.27
"3429",240453,"Fall",2014,81.08
"3430",283734,"Winter",2015,89.79
"3431",282939,"Spring",2015,80.91
"3432",226684,"Summer",2014,86.71
"3433",261540,"Fall",2021,69.19
"3434",280788,"Winter",2014,72.25
"3435",268994,"Spring",2015,72.65
"3436",246036,"Summer",2019,73
"3437",239139,"Fall",2021,65.9
"3438",234149,"Winter",2012,62.89
"3439",241469,"Spring",2015,73.99
"3440",216987,"Summer",2019,84.69
"3441",247720,"Fall",2020,91.36
"3442",218934,"Winter",2019,64.55
"3443",231485,"Spring",2016,90.19
"3444",293163,"Summer",2012,86.56
"3445",208058,"Fall",2016,81.95
"3446",262239,"Winter",2015,54.35
"3447",297481,"Spring",2018,79.26
"3448",281243,"Summer",2021,73.65
"3449",281734,"Fall",2018,89.83
"3450",234704,"Winter",2018,77.91
"3451",212185,"Spring",2022,82.29
"3452",291991,"Summer",2015,96.11
"3453",293095,"Fall",2014,70.1
"3454",244742,"Winter",2018,73.5
"3455",255507,"Spring",2020,66.95
"3456",241874,"Summer",2018,66.27
"3457",250105,"Fall",2014,67.95
"3458",283937,"Winter",2019,70.91
"3459",251691,"Spring",2019,73.46
"3460",231545,"Summer",2020,80.98
"3461",232787,"Fall",2017,65.67
"3462",280717,"Winter",2020,88.32
"3463",293349,"Spring",2015,68.26
"3464",249310,"Summer",2013,70.23
"3465",234008,"Fall",2012,92.92
"3466",206670,"Winter",2017,74.65
"3467",254286,"Spring",2017,55.9
"3468",243725,"Summer",2013,74.34
"3469",245210,"Fall",2016,83.29
"3470",241903,"Winter",2017,92.27
"3471",267909,"Spring",2016,96.82
"3472",248863,"Summer",2013,80.36
"3473",257996,"Fall",2021,87.89
"3474",281759,"Winter",2014,93.81
"3475",243064,"Spring",2016,98.54
"3476",284548,"Summer",2018,81.82
"3477",252266,"Fall",2020,71.29
"3478",222569,"Winter",2021,76.54
"3479",234228,"Spring",2018,76.75
"3480",249943,"Summer",2018,84.23
"3481",245584,"Fall",2016,60.41
"3482",236771,"Winter",2013,92.21
"3483",238642,"Spring",2022,83.59
"3484",294099,"Summer",2019,75.38
"3485",225072,"Fall",2019,96.94
"3486",233396,"Winter",2021,79.86
"3487",211151,"Spring",2020,90.9
"3488",217849,"Summer",2017,61.43
"3489",242221,"Fall",2020,86.64
"3490",254156,"Winter",2015,95.1
"3491",278282,"Spring",2019,71.97
"3492",235914,"Summer",2012,85.26
"3493",258435,"Fall",2020,82.83
"3494",233665,"Winter",2016,82.94
"3495",260780,"Spring",2016,83.68
"3496",214416,"Summer",2020,96.2
"3497",272668,"Fall",2021,72.91
"3498",229545,"Winter",2018,64.36
"3499",257751,"Spring",2015,77.85
"3500",279678,"Summer",2018,77.59
"3501",201511,"Fall",2013,93.13
"3502",277959,"Winter",2018,71.28
"3503",259230,"Spring",2014,95.77
"3504",299316,"Summer",2018,83.41
"3505",246359,"Fall",2016,82.45
"3506",232147,"Winter",2015,78.41
"3507",297045,"Spring",2017,90.39
"3508",200534,"Summer",2014,75.83
"3509",201041,"Fall",2020,97.17
"3510",229285,"Winter",2019,84.28
"3511",229773,"Spring",2015,76.21
"3512",254488,"Summer",2018,64.4
"3513",203535,"Fall",2019,72.4
"3514",255199,"Winter",2014,68.8
"3515",275631,"Spring",2015,63.67
"3516",208841,"Summer",2015,90.75
"3517",203251,"Fall",2015,72.31
"3518",241245,"Winter",2014,68.59
"3519",236476,"Spring",2014,79.13
"3520",232467,"Summer",2020,61.49
"3521",251993,"Fall",2018,72.21
"3522",275224,"Winter",2019,68.46
"3523",226591,"Spring",2014,71.71
"3524",215101,"Summer",2019,77.9
"3525",230344,"Fall",2016,81.78
"3526",270558,"Winter",2021,69.11
"3527",229210,"Spring",2022,74.2
"3528",285518,"Summer",2019,77.77
"3529",285845,"Fall",2018,72.5
"3530",233090,"Winter",2022,77.05
"3531",212424,"Spring",2016,67.27
"3532",214325,"Summer",2019,78.08
"3533",233774,"Fall",2016,92.37
"3534",248407,"Winter",2022,69.86
"3535",290060,"Spring",2019,69.13
"3536",289594,"Summer",2015,95.45
"3537",234346,"Fall",2022,70.9
"3538",202004,"Winter",2018,76.85
"3539",286934,"Spring",2016,67.15
"3540",213781,"Summer",2018,71.24
"3541",249970,"Fall",2013,104.14
"3542",251160,"Winter",2018,74.46
"3543",235034,"Spring",2019,84.35
"3544",244966,"Summer",2021,84.87
"3545",203306,"Fall",2012,84.8
"3546",207937,"Winter",2015,60.09
"3547",293753,"Spring",2014,90.22
"3548",257770,"Summer",2021,82.05
"3549",256438,"Fall",2017,76.07
"3550",244122,"Winter",2021,64.27
"3551",243862,"Spring",2016,90.57
"3552",218163,"Summer",2012,64.24
"3553",232648,"Fall",2021,91.07
"3554",264502,"Winter",2017,77.58
"3555",249506,"Spring",2013,70.56
"3556",227787,"Summer",2013,82.84
"3557",212623,"Fall",2016,78.44
"3558",230845,"Winter",2018,72.35
"3559",297953,"Spring",2013,70.94
"3560",230448,"Summer",2019,74.75
"3561",251125,"Fall",2014,69.96
"3562",247634,"Winter",2017,71.58
"3563",217478,"Spring",2021,79.71
"3564",205169,"Summer",2013,84.76
"3565",203559,"Fall",2022,75.46
"3566",218856,"Winter",2012,81.14
"3567",288450,"Spring",2021,68.12
"3568",295617,"Summer",2016,57.77
"3569",259705,"Fall",2019,88.06
"3570",249286,"Winter",2019,92.71
"3571",208477,"Spring",2021,87.82
"3572",246244,"Summer",2016,89.24
"3573",285814,"Fall",2015,68.73
"3574",274954,"Winter",2021,69
"3575",273618,"Spring",2021,58.8
"3576",208257,"Summer",2012,79.23
"3577",247377,"Fall",2019,85.04
"3578",292934,"Winter",2021,64.39
"3579",231225,"Spring",2018,79.26
"3580",223385,"Summer",2021,78.49
"3581",250641,"Fall",2021,68.77
"3582",221358,"Winter",2013,67.39
"3583",229367,"Spring",2020,84.8
"3584",297155,"Summer",2019,92.35
"3585",248144,"Fall",2015,90.32
"3586",298848,"Winter",2018,76.35
"3587",211061,"Spring",2020,85.2
"3588",233349,"Summer",2016,72.04
"3589",277648,"Fall",2015,59.33
"3590",299864,"Winter",2017,91.28
"3591",252830,"Spring",2013,90.07
"3592",256998,"Summer",2013,73.5
"3593",219877,"Fall",2013,81.58
"3594",218226,"Winter",2018,58.3
"3595",264263,"Spring",2020,72.96
"3596",218019,"Summer",2012,72.11
"3597",245168,"Fall",2016,79.32
"3598",271684,"Winter",2014,57.14
"3599",232555,"Spring",2015,81.75
"3600",244801,"Summer",2021,82.3
"3601",247978,"Fall",2016,89.72
"3602",258129,"Winter",2019,79.96
"3603",241098,"Spring",2022,79.29
"3604",262148,"Summer",2022,76.03
"3605",217149,"Fall",2022,83.81
"3606",276356,"Winter",2014,62.4
"3607",279121,"Spring",2014,61.69
"3608",230917,"Summer",2018,80.78
"3609",272244,"Fall",2014,88.49
"3610",224632,"Winter",2020,67.77
"3611",205865,"Spring",2021,87.92
"3612",220479,"Summer",2017,81.13
"3613",217688,"Fall",2015,83.89
"3614",219626,"Winter",2015,76.82
"3615",290106,"Spring",2022,80.61
"3616",290066,"Summer",2022,76.54
"3617",255719,"Fall",2020,82.09
"3618",218170,"Winter",2022,63.27
"3619",234824,"Spring",2019,38.3
"3620",244848,"Summer",2020,82.11
"3621",213625,"Fall",2018,74.95
"3622",268185,"Winter",2020,73.34
"3623",270937,"Spring",2013,86.22
"3624",290822,"Summer",2018,84.19
"3625",243481,"Fall",2021,77.54
"3626",290851,"Winter",2015,77.53
"3627",264142,"Spring",2017,67.84
"3628",242040,"Summer",2017,68.03
"3629",274756,"Fall",2020,86.75
"3630",213726,"Winter",2013,74.13
"3631",242496,"Spring",2017,68.69
"3632",295451,"Summer",2016,84.77
"3633",242983,"Fall",2014,85.24
"3634",297247,"Winter",2020,61.64
"3635",296363,"Spring",2021,75.68
"3636",202644,"Summer",2018,83.65
"3637",292415,"Fall",2014,88.51
"3638",257554,"Winter",2020,65.85
"3639",278271,"Spring",2013,80.79
"3640",296995,"Summer",2017,80.81
"3641",298533,"Fall",2018,91.07
"3642",229392,"Winter",2016,90.22
"3643",228336,"Spring",2019,66.95
"3644",209006,"Summer",2013,79.85
"3645",291470,"Fall",2017,87.07
"3646",212918,"Winter",2019,85.15
"3647",274788,"Spring",2019,72.39
"3648",243543,"Summer",2018,58.35
"3649",276645,"Fall",2016,81.5
"3650",282035,"Winter",2017,70.42
"3651",235214,"Spring",2014,70.92
"3652",264008,"Summer",2012,78.47
"3653",279357,"Fall",2018,73.94
"3654",241618,"Winter",2017,50.58
"3655",243100,"Spring",2013,82.22
"3656",248303,"Summer",2019,59.98
"3657",275490,"Fall",2022,98.09
"3658",200213,"Winter",2013,78.68
"3659",272590,"Spring",2018,77.52
"3660",223763,"Summer",2016,76.4
"3661",294031,"Fall",2016,85.97
"3662",241315,"Winter",2013,76.54
"3663",276766,"Spring",2015,82.09
"3664",279104,"Summer",2014,78.92
"3665",221841,"Fall",2017,74.43
"3666",247822,"Winter",2012,82.26
"3667",244361,"Spring",2012,83
"3668",241229,"Summer",2016,81.16
"3669",272190,"Fall",2017,84.06
"3670",299834,"Winter",2021,77.79
"3671",246970,"Spring",2021,88.28
"3672",270108,"Summer",2020,58.83
"3673",273169,"Fall",2018,88.17
"3674",295900,"Winter",2015,82.16
"3675",202070,"Spring",2018,69.87
"3676",275850,"Summer",2020,79.84
"3677",233696,"Fall",2013,77.84
"3678",205698,"Winter",2017,88.98
"3679",235157,"Spring",2021,88.34
"3680",290414,"Summer",2021,88.43
"3681",267602,"Fall",2016,69.58
"3682",270450,"Winter",2013,62.24
"3683",212614,"Spring",2013,60.32
"3684",269664,"Summer",2020,90.4
"3685",288158,"Fall",2017,96.91
"3686",297753,"Winter",2016,84.68
"3687",249767,"Spring",2017,87.07
"3688",221376,"Summer",2019,67.3
"3689",261803,"Fall",2021,76.08
"3690",215578,"Winter",2016,74.96
"3691",281616,"Spring",2018,85.45
"3692",289147,"Summer",2015,70.92
"3693",250912,"Fall",2012,85.47
"3694",233759,"Winter",2019,74.47
"3695",235157,"Spring",2021,88.09
"3696",289833,"Summer",2017,78.43
"3697",211545,"Fall",2014,88.5
"3698",282984,"Winter",2018,75.41
"3699",269433,"Spring",2019,75.82
"3700",270156,"Summer",2017,79.85
"3701",291778,"Fall",2013,69.13
"3702",256099,"Winter",2020,71.8
"3703",245038,"Spring",2017,86.94
"3704",227739,"Summer",2022,54.12
"3705",278622,"Fall",2018,93.57
"3706",260152,"Winter",2018,95.7
"3707",227887,"Spring",2015,89.78
"3708",221315,"Summer",2017,76.92
"3709",249125,"Fall",2021,56.43
"3710",211636,"Winter",2017,62.39
"3711",257536,"Spring",2015,60.91
"3712",291636,"Summer",2019,77.45
"3713",285809,"Fall",2021,89.42
"3714",201315,"Winter",2017,79.44
"3715",256021,"Spring",2020,60.87
"3716",212067,"Summer",2019,78.29
"3717",259683,"Fall",2020,86.37
"3718",264888,"Winter",2014,52.35
"3719",248765,"Spring",2013,80.15
"3720",251096,"Summer",2015,63.71
"3721",278370,"Fall",2018,92.75
"3722",225278,"Winter",2019,73.55
"3723",273209,"Spring",2018,70.63
"3724",203574,"Summer",2016,92.33
"3725",266795,"Fall",2014,76.95
"3726",245652,"Winter",2019,83.97
"3727",233915,"Spring",2021,61.21
"3728",283375,"Summer",2019,96.1
"3729",225828,"Fall",2013,80.1
"3730",230856,"Winter",2015,80.31
"3731",250501,"Spring",2013,67.83
"3732",296281,"Summer",2020,85.41
"3733",229090,"Fall",2016,81.72
"3734",267394,"Winter",2020,64.43
"3735",251410,"Spring",2019,71.79
"3736",283183,"Summer",2014,82.28
"3737",247301,"Fall",2012,85.22
"3738",270228,"Winter",2015,91.03
"3739",244408,"Spring",2017,66.79
"3740",266789,"Summer",2019,92.42
"3741",281036,"Fall",2012,82.52
"3742",273754,"Winter",2016,70.91
"3743",215790,"Spring",2015,76.96
"3744",227194,"Summer",2022,76.16
"3745",212324,"Fall",2021,74.46
"3746",203949,"Winter",2012,64.29
"3747",238930,"Spring",2018,80.12
"3748",264251,"Summer",2019,70.7
"3749",243535,"Fall",2017,89.32
"3750",228543,"Winter",2018,83.03
"3751",278931,"Spring",2018,72.3
"3752",283856,"Summer",2018,69.31
"3753",242708,"Fall",2013,98.99
"3754",251610,"Winter",2019,66.19
"3755",251000,"Spring",2020,70.98
"3756",296446,"Summer",2017,83.95
"3757",281011,"Fall",2016,74.39
"3758",221849,"Winter",2021,54.83
"3759",243755,"Spring",2014,68
"3760",268511,"Summer",2013,80.96
"3761",286344,"Fall",2015,86.54
"3762",246914,"Winter",2017,72.52
"3763",278612,"Spring",2018,91.21
"3764",249462,"Summer",2020,78.84
"3765",294001,"Fall",2020,89.5
"3766",242558,"Winter",2014,71.16
"3767",204378,"Spring",2020,68.98
"3768",251960,"Summer",2013,67.19
"3769",254286,"Fall",2018,79.81
"3770",270593,"Winter",2022,76.43
"3771",220071,"Spring",2014,72.27
"3772",200176,"Summer",2020,65.59
"3773",248131,"Fall",2019,72.84
"3774",216999,"Winter",2013,58.15
"3775",213486,"Spring",2016,53.95
"3776",231949,"Summer",2020,76.51
"3777",231720,"Fall",2019,75.04
"3778",201747,"Winter",2014,60.99
"3779",278373,"Spring",2012,74.37
"3780",264962,"Summer",2021,73.61
"3781",291886,"Fall",2012,83.44
"3782",226456,"Winter",2015,70.57
"3783",268862,"Spring",2013,63.48
"3784",219557,"Summer",2021,68.35
"3785",221459,"Fall",2014,70.56
"3786",289579,"Winter",2016,52.08
"3787",295693,"Spring",2019,80.73
"3788",227408,"Summer",2020,97.39
"3789",273852,"Fall",2017,79.9
"3790",291855,"Winter",2019,75.24
"3791",283248,"Spring",2014,73.45
"3792",285630,"Summer",2016,72.36
"3793",252266,"Fall",2019,76.04
"3794",269200,"Winter",2021,68.36
"3795",264517,"Spring",2016,82.02
"3796",266866,"Summer",2013,67.2
"3797",291157,"Fall",2020,101.69
"3798",222183,"Winter",2020,87.47
"3799",291592,"Spring",2015,67.05
"3800",263825,"Summer",2014,89.81
"3801",259670,"Fall",2012,84.59
"3802",289120,"Winter",2020,84.1
"3803",203800,"Spring",2015,84.16
"3804",274053,"Summer",2015,85.25
"3805",203860,"Fall",2013,101.35
"3806",245202,"Winter",2021,57.16
"3807",252414,"Spring",2015,74.72
"3808",208051,"Summer",2013,63.19
"3809",248164,"Fall",2012,79.57
"3810",225060,"Winter",2022,47.98
"3811",259913,"Spring",2021,64.84
"3812",271519,"Summer",2014,77.66
"3813",267492,"Fall",2013,82.11
"3814",264425,"Winter",2013,77.46
"3815",287158,"Spring",2012,69.22
"3816",223233,"Summer",2013,63.49
"3817",231428,"Fall",2014,92.48
"3818",209994,"Winter",2018,74.18
"3819",268311,"Spring",2015,97.98
"3820",242859,"Summer",2013,80.83
"3821",251980,"Fall",2018,90.64
"3822",262097,"Winter",2014,65.6
"3823",220503,"Spring",2018,69.92
"3824",262515,"Summer",2016,66.81
"3825",227049,"Fall",2016,84.92
"3826",297280,"Winter",2014,66.58
"3827",288830,"Spring",2021,80.45
"3828",278588,"Summer",2014,84.79
"3829",240569,"Fall",2018,90.65
"3830",221471,"Winter",2021,62.63
"3831",224900,"Spring",2018,100.07
"3832",211842,"Summer",2016,86.78
"3833",248037,"Fall",2017,85.31
"3834",215301,"Winter",2013,72.45
"3835",239901,"Spring",2016,88.09
"3836",239694,"Summer",2016,91.2
"3837",290717,"Fall",2021,73.21
"3838",239821,"Winter",2017,78.46
"3839",270131,"Spring",2018,82.08
"3840",272048,"Summer",2019,58.38
"3841",234103,"Fall",2021,83.06
"3842",229836,"Winter",2017,78.96
"3843",247210,"Spring",2015,64.68
"3844",286502,"Summer",2020,86
"3845",209629,"Fall",2012,95.07
"3846",285261,"Winter",2022,73.44
"3847",219408,"Spring",2021,69.4
"3848",212200,"Summer",2016,83.17
